City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Thinadhoo,MV,0.5333,72.9333,80.65,82,100,17.27,moderate rain
469,Myrtle Grove,US,30.421,-87.3075,72.52,61,40,4.61,scattered clouds
470,Monrovia,LR,6.3005,-10.7969,76.77,80,62,6.71,broken clouds
471,Roald,NO,62.5833,6.1333,40.33,75,40,10.36,scattered clouds
472,Kulunda,RU,52.566,78.9385,12.92,76,77,12.39,broken clouds
473,Zhigansk,RU,66.7697,123.3711,-25.51,99,98,5.35,overcast clouds
474,Lorengau,PG,-2.0226,147.2712,83.91,66,25,3.76,scattered clouds
475,Plettenberg Bay,ZA,-34.0527,23.3716,60.67,81,79,12.21,broken clouds
476,Pingzhuang,CN,42.0372,119.2889,23.63,86,97,2.28,overcast clouds
477,Nara,JP,34.6851,135.8049,52.97,72,1,1.97,clear sky
478,Victoria Point,AU,-27.5833,153.3,75.15,81,99,1.99,overcast clouds
479,Svirstroy,RU,60.7999,33.7248,30.7,89,99,7.2,overcast clouds
480,Quatre Cocos,MU,-20.2078,57.7625,76.08,68,2,8.9,clear sky
481,Saldanha,ZA,-33.0117,17.9442,66.25,76,90,14.58,overcast clouds
482,Tongliao,CN,43.6125,122.2653,21.13,96,100,5.03,overcast clouds
483,Lagunas,PE,-5.2269,-75.6753,86.79,58,82,2.44,light rain
484,Smithers,CA,54.7804,-127.1743,32.32,93,20,2.3,light snow
485,Kanel,SN,15.4916,-13.1763,84.2,37,0,4.61,clear sky
486,Kelo,TD,9.3086,15.8066,80.35,27,8,5.26,clear sky
487,Sept-Iles,CA,50.2001,-66.3821,33.06,66,40,4.0,scattered clouds
488,Ulladulla,AU,-35.35,150.4667,59.88,91,100,7.99,light rain
489,Mapastepec,MX,15.4333,-92.9,85.51,63,6,3.56,clear sky
490,Esperance,AU,-33.8667,121.9,55.24,76,0,17.43,clear sky
491,The Valley,AI,18.217,-63.0578,80.74,74,40,5.75,scattered clouds
492,General Roca,AR,-39.0333,-67.5833,93.61,10,0,18.57,clear sky
493,Ushtobe,KZ,45.2514,77.9838,25.74,59,7,6.8,clear sky
494,Long Beach,US,33.767,-118.1892,77.85,76,1,8.99,haze
495,Gamba,GA,-2.65,10.0,75.09,92,100,5.03,overcast clouds
496,Oranjemund,NA,-28.55,16.4333,59.95,95,16,6.67,few clouds
497,Zalantun,CN,48.0,122.7167,16.95,93,100,3.06,overcast clouds
498,Ketchikan,US,55.3422,-131.6461,40.44,97,100,11.21,moderate rain
499,Taltal,CL,-25.4,-70.4833,65.53,66,100,5.59,overcast clouds
500,Lalibela,ET,12.0333,39.0333,57.4,50,6,6.53,clear sky
501,Pacific Grove,US,36.6177,-121.9166,71.58,69,1,7.0,clear sky
502,Rio Gallegos,AR,-51.6226,-69.2181,55.45,24,40,33.38,scattered clouds
503,Beni,CD,0.5,29.4667,60.96,98,32,2.8,light rain
504,Lompoc,US,34.6391,-120.4579,78.01,62,1,13.8,clear sky
505,Lipari,IT,38.4674,14.954,63.16,71,3,7.16,clear sky
506,Merke,KZ,42.8728,73.1786,38.19,48,2,7.61,clear sky
507,Lazaro Cardenas,MX,17.9583,-102.2,83.62,59,5,7.61,clear sky
508,Broome,US,42.2506,-75.833,41.7,64,100,1.99,overcast clouds
509,Crestview,US,30.7621,-86.5705,73.11,53,1,4.0,clear sky
510,Gat,IL,31.61,34.7642,60.4,75,89,3.56,overcast clouds
511,San Miguelito,PA,9.0333,-79.5,81.43,81,40,5.75,scattered clouds
512,Dubna,RU,56.7333,37.1667,33.28,95,100,13.89,light snow
513,Korla,CN,41.7597,86.1469,26.35,58,0,3.02,clear sky
514,Ndola,ZM,-12.9587,28.6366,67.44,73,92,1.95,light rain
515,Cabo Rojo,PR,18.0866,-67.1457,83.97,74,35,1.99,scattered clouds
516,Savannakhet,LA,16.566,104.751,72.43,87,67,2.53,broken clouds
517,Melilla,ES,35.2937,-2.9383,59.38,82,20,8.05,few clouds
518,Vincennes,FR,48.85,2.4333,45.55,93,90,1.14,mist
519,Hastings,GB,50.8552,0.5729,50.92,78,91,7.7,overcast clouds
520,Tukrah,LY,32.5341,20.5791,64.65,74,76,10.8,broken clouds
521,Ouadda,CF,8.0777,22.4007,72.68,33,29,5.7,scattered clouds
522,Palmeiras De Goias,BR,-16.805,-49.9258,73.45,87,81,2.98,broken clouds
523,Raudeberg,NO,61.9875,5.1352,39.87,87,75,7.0,broken clouds
524,Raga,SS,8.4596,25.678,77.22,26,14,5.35,few clouds
525,Mnogovershinnyy,RU,53.9353,139.9242,11.46,96,89,6.64,overcast clouds
526,Hualmay,PE,-11.0964,-77.6139,67.59,79,93,10.92,overcast clouds
527,Rudbar,AF,30.15,62.6,51.15,25,0,2.17,clear sky
528,Shache,CN,38.4167,77.2406,29.16,44,0,2.91,clear sky
529,Kichmengskiy Gorodok,RU,59.9816,45.7854,26.46,97,100,1.48,light snow
530,Winneba,GH,5.3511,-0.6231,82.87,87,12,7.65,few clouds
531,Arua,UG,3.0201,30.9111,65.34,76,16,5.77,few clouds
532,Chop,UA,48.432,22.2055,47.08,94,80,6.17,broken clouds
533,Yerbogachen,RU,61.2767,108.0108,-0.26,97,100,2.3,overcast clouds
534,Troy,US,42.6056,-83.1499,40.62,77,90,1.01,overcast clouds
535,Paita,PE,-5.0892,-81.1144,72.16,78,62,17.0,broken clouds
536,Adre,TD,13.4667,22.2,72.34,22,0,15.73,clear sky
537,Bud,US,39.447,-86.1758,50.05,62,76,6.71,broken clouds
538,Biak,ID,-0.9131,122.8766,76.68,84,76,1.48,broken clouds
539,San Felipe,VE,10.3399,-68.7425,76.71,80,62,6.62,broken clouds
540,Slupsk,PL,54.4641,17.0287,48.88,87,100,20.24,overcast clouds
541,Dosso,NE,13.049,3.1937,80.87,14,1,8.37,clear sky
542,Itarema,BR,-2.9248,-39.9167,81.21,77,91,18.14,overcast clouds
543,Pangoa,PE,-12.1167,-73.0,74.59,73,88,2.06,overcast clouds
544,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,86,100,15.68,overcast clouds
545,Phalodi,IN,27.1333,72.3667,69.71,53,9,8.1,clear sky
546,Arroyo,ES,41.6096,-4.7969,54.19,73,0,3.44,clear sky
547,Ulaangom,MN,49.9811,92.0667,6.17,63,30,3.87,scattered clouds
548,Nerchinskiy Zavod,RU,51.3088,119.61,8.71,97,99,2.8,overcast clouds
549,Labuhan,ID,-6.8844,112.2051,78.28,85,100,4.34,overcast clouds
550,Mollendo,PE,-17.0231,-72.0147,66.96,80,94,7.34,overcast clouds
551,Mende,FR,44.6667,3.5,35.46,80,92,2.59,overcast clouds
552,Port Hedland,AU,-20.3167,118.5667,77.05,78,99,5.75,overcast clouds
553,Kodinsk,RU,58.6881,99.1844,3.83,98,100,3.29,overcast clouds
554,Motygino,RU,58.1831,94.7592,4.14,98,100,2.55,overcast clouds
555,Snezhnogorsk,RU,69.1933,33.2531,28.18,72,100,19.42,light snow
556,La Macarena,CO,2.1837,-73.7849,84.33,56,100,3.65,overcast clouds
557,Road Town,VG,18.4167,-64.6167,80.64,78,75,5.75,broken clouds
558,Aklavik,CA,68.2191,-135.0107,5.0,85,90,3.44,light snow
559,Pasni,PK,25.2631,63.471,71.33,31,0,13.27,clear sky
560,Pontianak,ID,-0.0333,109.3333,75.18,100,100,1.14,overcast clouds
561,Yongan,CN,39.6957,113.6871,24.42,54,62,22.19,broken clouds
562,Rincon,US,32.296,-81.2354,64.58,73,4,4.88,clear sky
563,Ingham,US,42.6,-84.3833,40.48,74,1,6.91,clear sky
564,Bara,NG,10.3744,10.7288,79.45,20,39,6.76,scattered clouds
565,Bundaberg,AU,-24.85,152.35,81.21,70,40,1.01,scattered clouds
566,Zaragoza,ES,41.6561,-0.8773,49.01,82,20,1.01,few clouds
567,Leshukonskoye,RU,64.8989,45.7622,26.08,97,100,5.12,overcast clouds
568,Dwarka,IN,22.2394,68.9678,78.48,76,16,11.48,few clouds
569,Carbonia,IT,39.1672,8.5222,52.02,88,21,3.18,few clouds
570,Surdulica,RS,42.6906,22.1708,40.68,93,10,1.97,clear sky
571,Barranca,PE,-10.75,-77.7667,65.84,81,98,9.26,overcast clouds
572,Victoria,HK,22.2855,114.1577,74.25,87,68,7.0,broken clouds
573,Channel-Port Aux Basques,CA,47.5702,-59.1367,38.01,60,85,22.37,overcast clouds
574,Devils Lake,US,48.1128,-98.8651,39.18,52,1,13.8,clear sky
575,Hovd,MN,48.0056,91.6419,6.66,37,6,1.14,clear sky
576,Jega,NG,12.2175,4.3792,81.16,15,4,8.95,clear sky
577,Porto Novo,BJ,6.4965,2.6036,82.22,85,43,6.64,scattered clouds
578,Tabuk,PH,17.4189,121.4443,70.95,90,97,2.04,overcast clouds
579,Saint Anthony,US,45.0205,-93.218,43.83,49,40,1.01,scattered clouds
580,Batagay,RU,67.6333,134.6333,-17.48,100,98,1.63,overcast clouds
581,Tromso,NO,69.6496,18.957,29.05,86,75,3.0,light shower snow
582,Lima,PE,-12.0432,-77.0282,69.91,73,75,11.5,broken clouds
583,Ariquemes,BR,-9.9133,-63.0408,77.67,90,32,2.53,scattered clouds
584,Skjervoy,NO,70.0311,20.9714,32.92,78,92,22.41,light snow
585,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,82,40,23.71,scattered clouds
586,Sorland,NO,67.667,12.6934,36.34,63,100,30.91,light rain
587,Nayudupeta,IN,13.9,79.9,76.42,93,72,2.98,broken clouds
588,Abashiri,JP,44.0213,144.2697,34.97,84,100,3.53,overcast clouds
589,Corum,TR,40.5,34.75,35.4,81,50,3.4,scattered clouds
590,Atasu,KZ,48.6814,71.6433,10.54,76,100,6.73,overcast clouds
591,Warner Robins,US,32.621,-83.5999,62.62,53,1,6.91,clear sky
592,Xuddur,SO,4.1213,43.8894,71.4,72,96,11.92,overcast clouds
593,San Policarpo,PH,12.1791,125.5072,80.71,83,84,5.14,broken clouds
594,Bowen,AU,-20.0167,148.2333,73.62,63,9,7.43,clear sky
595,Vizinga,RU,61.0749,50.1031,26.82,97,100,5.17,light snow
596,Half Moon Bay,US,37.4636,-122.4286,70.77,55,1,4.0,clear sky
597,Babu,CN,24.4167,111.5167,67.35,98,100,1.07,overcast clouds
598,Strezhevoy,RU,60.7333,77.5889,19.38,96,100,10.29,light snow
599,Hirara,JP,24.8,125.2833,71.87,88,75,5.75,broken clouds
600,Pouembout,NC,-21.1333,164.9,79.25,62,50,6.15,scattered clouds
601,Inhambane,MZ,-23.865,35.3833,73.74,75,99,10.69,overcast clouds
602,Taman,RU,45.2117,36.7161,50.34,77,100,17.94,overcast clouds
603,Strelka,RU,58.0728,93.0344,9.16,95,100,4.74,light snow
604,Huangnihe,CN,43.5583,128.0239,21.63,89,100,3.13,overcast clouds
605,Mananjary,MG,-21.2167,48.3333,74.01,86,2,7.31,clear sky
606,Maraa,BR,-1.8333,-65.3667,75.09,95,97,2.64,moderate rain
607,Yar-Sale,RU,66.8333,70.8333,7.5,94,100,16.78,light snow
608,Benghazi,LY,32.1167,20.0667,66.78,66,35,12.97,scattered clouds
609,Sandnessjoen,NO,66.0217,12.6316,39.18,76,88,5.99,light rain
610,Novopavlovka,RU,51.2172,109.2091,11.93,89,100,3.36,light snow
611,Darhan,MN,49.4867,105.9228,10.58,67,100,5.3,overcast clouds
612,Barra Da Estiva,BR,-13.6261,-41.3269,69.06,81,78,3.65,broken clouds
613,Eldorado,BR,-23.7869,-54.2836,75.31,71,69,5.28,broken clouds
614,Ostrovnoy,RU,68.0531,39.5131,28.78,86,100,4.34,overcast clouds
615,Lyuban,BY,52.7985,28.0048,40.62,89,100,8.39,overcast clouds
616,Portland,US,45.5234,-122.6762,54.39,71,75,1.01,broken clouds
617,Cassilandia,BR,-19.1133,-51.7342,74.21,89,89,0.98,overcast clouds
618,Camara De Lobos,PT,32.6333,-16.9667,65.71,83,20,7.0,few clouds
619,Dinguiraye,GN,11.3,-10.7167,74.23,30,11,0.54,few clouds
620,Bauchi,NG,10.5,10.0,75.87,23,11,6.04,few clouds
621,Devonport,AU,-41.1667,146.35,58.01,64,86,2.68,overcast clouds
622,Almaznyy,RU,48.0448,40.045,42.94,68,88,19.3,overcast clouds
623,Lata,PT,40.1629,-8.3327,57.61,82,72,4.38,light rain
624,Muros,ES,42.7762,-9.0603,59.85,91,49,6.22,scattered clouds
625,Maceio,BR,-9.6658,-35.7353,78.24,83,20,6.91,few clouds
626,North Bend,US,43.4065,-124.2243,54.07,83,1,10.36,clear sky
627,Finschhafen,PG,-6.6024,147.8681,83.71,69,52,5.5,broken clouds
628,Brigantine,US,39.4101,-74.3646,47.05,67,100,7.87,overcast clouds
629,Brae,GB,60.3964,-1.353,40.91,70,94,24.87,overcast clouds
630,Arman,RU,59.7,150.1667,16.68,78,100,11.97,overcast clouds
631,Port Hawkesbury,CA,45.6169,-61.3485,38.7,68,90,10.0,overcast clouds
632,Dickinson,US,29.4608,-95.0513,77.22,78,100,3.0,overcast clouds
633,Xinzhou,CN,38.4092,112.7333,33.03,40,49,8.16,scattered clouds
634,Minsk,BY,53.9,27.5667,42.55,90,100,11.52,overcast clouds
635,Namatanai,PG,-3.6667,152.4333,79.32,84,80,10.71,moderate rain
636,Nemuro,JP,43.3236,145.575,37.47,71,68,9.93,broken clouds
637,Port Shepstone,ZA,-30.7414,30.455,65.25,86,100,9.1,light rain
638,Akcakoca,TR,41.0866,31.1162,49.8,77,92,1.95,overcast clouds
639,Aksarka,RU,66.5606,67.7975,12.85,95,100,9.1,light snow
640,Aleppo,SY,36.25,37.5,51.91,75,100,12.03,overcast clouds
641,Soverato,IT,38.685,16.5499,55.35,78,20,6.29,few clouds
642,Nelson Bay,AU,-32.7167,152.15,64.99,95,100,1.01,light rain
643,Springbok,ZA,-29.6643,17.8865,59.18,47,2,3.83,clear sky
644,Flinders,AU,-34.5833,150.8552,61.21,94,100,4.0,light rain
645,Mangai,CD,-4.05,19.5333,69.91,99,84,2.64,light rain
646,Terme,TR,41.2092,36.9739,51.96,76,69,4.03,broken clouds
647,Mamit,IN,23.9333,92.4833,55.08,79,10,2.21,clear sky
648,Birnin Kebbi,NG,12.4539,4.1975,81.5,14,6,8.99,clear sky
649,Lauingen,DE,48.5677,10.4271,40.59,92,27,4.16,scattered clouds
650,Ambilobe,MG,-13.2,49.05,73.98,80,48,3.58,scattered clouds
651,Westerland,DE,54.9079,8.3033,50.02,93,90,23.02,overcast clouds
652,Ko Samui,TH,9.5357,99.9357,82.18,78,68,7.36,broken clouds
653,Oistins,BB,13.0667,-59.5333,82.49,65,40,13.8,scattered clouds
654,Una,IN,20.8167,71.0333,80.85,55,61,11.52,broken clouds
655,Ciparay,ID,-7.4249,108.4742,74.98,97,93,1.19,overcast clouds
656,Binga,ZW,-17.6203,27.3414,74.57,75,100,3.31,overcast clouds
657,Laguna,US,38.421,-121.4238,71.06,56,1,1.01,clear sky
658,Tigzirt,DZ,36.8886,4.1198,60.13,76,100,9.66,overcast clouds
659,Aldan,RU,58.6031,125.3894,-18.8,99,82,3.4,broken clouds
660,Sabang,ID,5.8933,95.3214,80.76,80,100,16.26,overcast clouds
661,Zelenoborskiy,RU,66.845,32.3622,28.36,89,99,9.48,overcast clouds
662,Skala Fourkas,GR,39.9998,23.3841,55.44,63,3,1.52,clear sky
663,Merauke,ID,-8.4667,140.3333,80.73,85,100,11.65,light rain
664,Mamanguape,BR,-6.8386,-35.1261,80.92,76,100,7.07,overcast clouds
665,Panyutyne,UA,48.9333,36.2833,39.87,67,58,16.13,broken clouds
666,Orasac,BA,44.6289,16.0711,45.0,90,0,1.61,clear sky
667,Bosaso,SO,11.2842,49.1816,76.15,65,46,5.59,scattered clouds
668,Adrar,MR,20.5022,-10.0711,80.4,23,98,8.5,overcast clouds
669,Brenham,US,30.1669,-96.3977,78.22,70,90,3.44,overcast clouds
670,Edson,CA,53.5835,-116.4356,10.54,85,90,6.91,light snow
671,San Quintin,MX,30.4833,-115.95,64.47,73,100,12.06,overcast clouds
672,Kavaratti,IN,10.5669,72.642,80.65,78,86,15.32,overcast clouds
673,Okha,RU,53.5739,142.9478,27.79,91,100,17.22,light snow
674,Zhangye,CN,38.9342,100.4517,21.4,67,95,3.2,overcast clouds
675,Makakilo City,US,21.3469,-158.0858,83.61,59,40,4.61,scattered clouds
676,Kulhudhuffushi,MV,6.6221,73.07,81.05,69,30,15.41,scattered clouds
677,Ghauspur,PK,28.1391,69.0831,55.29,17,0,5.84,clear sky
678,Masaka,UG,-0.3338,31.7341,61.92,87,58,2.35,light rain
679,Bihac,BA,44.8169,15.8708,44.44,90,0,1.66,clear sky
680,Wanning,CN,18.8003,110.3967,75.56,87,84,2.1,broken clouds
681,Nongstoin,IN,25.5167,91.2667,52.68,64,11,2.44,few clouds
682,Palauig,PH,15.435,119.9045,80.35,72,100,3.33,overcast clouds
683,Beyneu,KZ,45.3167,55.2,33.12,57,68,9.86,broken clouds
684,Bulgan,MN,48.8125,103.5347,4.51,62,21,6.08,few clouds
685,Mayo,US,38.8876,-76.5119,47.12,61,100,1.01,overcast clouds
686,Tambacounda,SN,13.7539,-13.7586,77.05,61,0,2.3,clear sky
687,Nakambala,ZM,-15.8324,27.7799,68.65,71,78,1.57,light rain
688,Mugumu,TZ,-1.85,34.7,61.83,82,68,8.5,broken clouds
689,Najran,SA,17.4924,44.1277,70.45,60,1,5.79,clear sky
690,Zhanaozen,KZ,43.3,52.8,44.91,91,75,7.78,broken clouds
691,Ahipara,NZ,-35.1667,173.1667,71.08,68,26,9.82,scattered clouds
692,Belaya Gora,RU,68.5333,146.4167,-8.77,99,98,0.74,overcast clouds
693,Tongzi,CN,28.7829,105.0877,53.78,82,100,2.24,overcast clouds
694,Popondetta,PG,-8.7537,148.2534,82.56,71,100,0.54,overcast clouds
695,Yokadouma,CM,3.5167,15.05,69.12,95,77,0.81,broken clouds
696,Waipawa,NZ,-41.4122,175.5153,60.46,61,100,8.41,light rain
697,Alpoyeca,MX,17.6667,-98.5167,82.94,40,8,3.13,clear sky
698,Aracatuba,BR,-21.2089,-50.4328,80.04,56,93,9.28,overcast clouds
699,Gubkinskiy,RU,64.434,76.5026,4.64,94,100,16.53,overcast clouds
700,Sicamous,CA,50.8331,-118.9856,41.11,63,100,3.53,overcast clouds
701,Teguise,ES,29.0605,-13.564,61.02,77,20,5.75,few clouds
702,French Harbor,HN,16.35,-86.4333,80.01,89,75,4.61,broken clouds
703,Bubaque,GW,11.2833,-15.8333,83.98,71,22,12.01,few clouds
